currency,series,page,power_kw,power_hp,output_rpm,type_full,gearbox,motor,price_foot,price_flange
USD,YPM,38,0.55,0.75,"0,26-0,64",YPM 143 İR 73 / 80 M4a,YPM 143 İR 73,80 M4a,5673.00,5969.00
USD,YPM,38,0.55,0.75,"0,52-1,1",YPM 143 İR 72 / 80 M4a,YPM 143 İR 72,80 M4a,5636.00,5932.00
USD,YPM,38,0.55,0.75,"0,47-2,3",YPM 123 İR 72 / 80 M4a,YPM 123 İR 72,80 M4a,3494.00,3686.00
USD,YPM,38,0.55,0.75,"1,2-1,4",YPM 124 / 80 M6b,YPM 124,80 M6b,3211.00,3403.00
USD,YPM,38,0.55,0.75,"0,87-5,8",YPM 102 İR 63 / 80 M4a,YPM 102 İR 63,80 M4a,2484.00,2611.00
USD,YPM,38,0.55,0.75,"1,0-1,4",YPM 104 / 80 M6b,YPM 104,80 M6b,2369.00,2496.00
USD,YPM,38,0.55,0.75,"1,6-4,0",YPM 104 / 80 M4a,YPM 104,80 M4a,2358.00,2484.00
USD,YPM,38,0.55,0.75,"1,2-3,9",YPM 92 İR 63 / 80 M4a,YPM 92 İR 63,80 M4a,1920.00,1984.00
USD,YPM,38,0.55,0.75,"4,9-6,2",YPM 92 İR 62 / 80 M4a,YPM 92 İR 62,80 M4a,1863.00,1926.00
USD,YPM,38,0.55,0.75,"1,4-2,1",YPM 94 / 80 M6b,YPM 94,80 M6b,1785.00,1848.00
USD,YPM,38,0.55,0.75,"1,8-4,4",YPM 94 / 80 M4a,YPM 94,80 M4a,1763.00,1825.00
USD,YPM,38,0.55,0.75,"3,1-4,5",YPM 93 / 80 M6b,YPM 93,80 M6b,1549.00,1611.00
USD,YPM,38,0.55,0.75,"4,9-6,6",YPM 93 / 80 M4a,YPM 93,80 M4a,1528.00,1590.00
USD,YPM,38,0.55,0.75,"2,7-5,2",YPM 82 İR 53 / 80 M4a,YPM 82 İR 53,80 M4a,1412.00,1449.00
USD,YPM,38,0.55,0.75,"3,2-6,3",YPM 82 İR 52 / 80 M4a,YPM 82 İR 52,80 M4a,1400.00,1438.00
USD,YPM,38,0.55,0.75,"3,0-5,4",YPM 84 / 80 M4a,YPM 84,80 M4a,1282.00,1320.00
USD,YPM,38,0.55,0.75,"3,7-5,2",YPM 83 / 80 M6b,YPM 83,80 M6b,1130.00,1167.00
USD,YPM,38,0.55,0.75,"5,8-14",YPM 83 / 80 M4a,YPM 83,80 M4a,1109.00,1146.00
USD,YPM,38,0.55,0.75,"5,3-7,2",YPM 73 İR 52 / 80 M4a,YPM 73 İR 52,80 M4a,1044.00,1072.00
USD,YPM,38,0.55,0.75,"4,3-6,4",YPM 72 İR 53 / 80 M4a,YPM 72 İR 53,80 M4a,1033.00,1062.00
USD,YPM,38,0.55,0.75,"6,1",YPM 74 / 80 M4a,YPM 74,80 M4a,891.00,919.00
USD,YPM,38,0.55,0.75,"6,2-7,0",YPM 73 / 80 M6b,YPM 73,80 M6b,798.00,824.00
USD,YPM,38,0.55,0.75,"6,6-7,1",YPPM 73 / 80 M4a(*P),YPPM 73,80 M4a(*P),822.00,848.00
USD,YPM,38,0.55,0.75,"7,6-27",YPM 73 / 80 M4a,YPM 73,80 M4a,778.00,804.00
USD,YPM,38,0.55,0.75,11-46,YPM 63 / 80 M4a,YPM 63,80 M4a,574.00,600.00
USD,YPM,38,0.55,0.75,21-61,YPM 53 / 80 M4a,YPM 53,80 M4a,452.00,473.00
USD,YPM,38,0.55,0.75,63-391,YPM 52 / 80 M4a,YPM 52,80 M4a,443.00,465.00
USD,YPM,38,0.55,0.75,433-782,YPM 52 / 71 M2b,YPM 52,71 M2b,419.00,440.00
USD,YPM,38,0.55,0.75,33-60,YPM 43 / 80 M4a,YPM 43,80 M4a,401.00,422.00
USD,YPM,38,0.55,0.75,37-58,YPM 43 / 71 M2b,YPM 43,71 M2b,374.00,395.00
USD,YPM,38,0.55,0.75,62-72,YPPM 42 / 80 M4a(*P),YPPM 42,80 M4a(*P),413.00,434.00
USD,YPM,38,0.55,0.75,83-302,YPM 42 / 80 M4a,YPM 42,80 M4a,392.00,413.00
USD,YPM,38,0.55,0.75,332-605,YPM 42 / 71 M2b,YPM 42,71 M2b,368.00,389.00
USD,YPM,38,0.75,0.75,"0,27-0,60",YPM 153 İR 83 / 80 M4b,YPM 153 İR 83,80 M4b,8495.00,8874.00
USD,YPM,38,0.75,1,"0,63-0,78",YPM 152 İR 83 / 80 M4b,YPM 152 İR 83,80 M4b,8225.00,8828.00
USD,YPM,38,0.75,1,"0,38-0,64",YPM 143 İR 73 / 80 M4b,YPM 143 İR 73,80 M4b,5718.00,6014.00
USD,YPM,38,0.75,1,"0,52-1,1",YPM 143 İR 72 / 80 M4b,YPM 143 İR 72,80 M4b,5663.00,5960.00
USD,YPM,38,0.75,1,"1,1-1,3",YPM 144 / 90 S6a(*P),YPM 144,90 S6a(*P),5762.00,6059.00
USD,YPM,38,0.75,1,"0,59-3,5",YPM 123 İR 72 / 80 M4b,YPM 123 İR 72,80 M4b,3534.00,3726.00
USD,YPM,39,0.75,,"1,2-1,6",YPM 124 / 90 S6a,YPM 124,90 S6a,3258.00,3451.00
USD,YPM,39,0.75,1,"1,8-2,2",YPM 124 / 80 M4b,YPM 124,80 M4b,3221.00,3414.00
USD,YPM,39,0.75,1,"1,5-5,8",YPM 102 İR 63 / 80 M4b,YPM 102 İR 63,80 M4b,2511.00,2701.00
USD,YPM,39,0.75,1,"1,4",YPPM 104 / 90 S6a,YPPM 104,90 S6a,2374.00,2504.00
USD,YPM,39,0.75,1,"1,6-5,4",YPM 104 / 80 M4b,YPM 104,80 M4b,2385.00,2511.00
USD,YPM,39,0.75,1,"3,3-5,6",YPPM 103 / 90 S6a(*P),YPPM 103,90 S6a(*P),2303.00,2430.00
USD,YPM,39,0.75,1,"1,6-3,9",YPM 92 İR 63 / 80 M4b,YPM 92 İR 63,80 M4b,1974.00,2037.00
USD,YPM,39,0.75,1,"4,9-6,2",YPM 92 İR 62 / 80 M4b,YPM 92 İR 62,80 M4b,1917.00,1979.00
USD,YPM,39,0.75,1,"2,1",YPM 94 / 90 S6a,YPM 94,90 S6a,1835.00,1897.00
USD,YPM,39,0.75,1,"2,0-4,4",YPM 94 / 80 M4b,YPM 94,80 M4b,1818.00,1880.00
USD,YPM,39,0.75,1,"3,1",YPPM 93 / 90 S6a(*P),YPPM 93,90 S6a(*P),1660.00,1722.00
USD,YPM,39,0.75,1,"3,6-4,5",YPM 93 / 90 S6a,YPM 93,90 S6a,1588.00,1651.00
USD,YPM,39,0.75,1,"4,9-7,0",YPM 93 / 80 M4b,YPM 93,80 M4b,1573.00,1635.00
USD,YPM,39,0.75,1,"3,6-6,3",YPM 82 İR 53 / 80 M4b,YPM 82 İR 53,80 M4b,1462.00,1500.00
USD,YPM,39,0.75,1,"3,6-6,3",YPM 82 İR 52 / 80 M4b,YPM 82 İR 52,80 M4b,1450.00,1488.00
USD,YPM,39,0.75,1,"4,3-5,4",YPM 84 / 80 M4b,YPM 84,80 M4b,1332.00,1369.00
USD,YPM,39,0.75,1,"4,3-5,2",YPM 83 / 90 S6a,YPM 83,90 S6a,1177.00,1214.00
USD,YPM,39,0.75,1,"5,8-16",YPM 83 / 80 M4b,YPM 83,80 M4b,1159.00,1197.00
USD,YPM,39,0.75,1,"8,5-31",YPM 73 / 80 M4b,YPM 73,80 M4b,832.00,861.00
USD,YPM,39,0.75,1,15-46,YPM 63 / 80 M4b,YPM 63,80 M4b,624.00,650.00
USD,YPM,39,0.75,1,44-77,YPM 62 / 80 M4b,YPM 62,80 M4b,609.00,634.00
USD,YPM,39,0.75,1,29-61,YPM 53 / 80 M4b,YPM 53,80 M4b,499.00,520.00
USD,YPM,39,0.75,1,63-391,YPM 52 / 80 M4b,YPM 52,80 M4b,490.00,512.00
USD,YPM,39,0.75,1,433-782,YPM 52 / 80 M2a,YPM 52,80 M2a,448.00,470.00
USD,YPM,39,0.75,1,37-58,YPM 43 / 80 M2a,YPM 43,80 M2a,415.00,436.00
USD,YPM,39,0.75,1,62-72,YPPM 42 / 80 M4b(*P),YPPM 42,80 M4b(*P),463.00,485.00
USD,YPM,39,0.75,1,83-302,YPM 42 / 80 M4b,YPM 42,80 M4b,440.00,461.00
USD,YPM,39,0.75,1,332-605,YPM 42 / 80 M2a,YPM 42,80 M2a,398.00,419.00
USD,YPM,39,1.1,1,"0,45-0,60",YPM 153 İR 83 / 90 S4a,YPM 153 İR 83,90 S4a,8540.00,8920.00
USD,YPM,39,1.1,1.5,"0,63-1,1",YPM 152 İR 83 / 90 S4a,YPM 152 İR 83,90 S4a,8271.00,8651.00
USD,YPM,39,1.1,1.5,"0,58-0,64",YPM 143 İR 73 / 90 S4a,YPM 143 İR 73,90 S4a,5729.00,6025.00
USD,YPM,39,1.1,1.5,"0,72-2,6",YPM 143 İR 72 / 90 S4a,YPM 143 İR 72,90 S4a,5659.00,5955.00
USD,YPM,39,1.1,1.5,"1,1-1,4",YPPM 144 / 90 L6b(*P),YPPM 144,90 L6b(*P),5684.00,5980.00
USD,YPM,39,1.1,1.5,"1,6-2,2",YPPM 144 / 90 S4a(*P),YPPM 144,90 S4a(*P),5653.00,5950.00
USD,YPM,39,1.1,1.5,"0,86-4,5",YPM 123 İR 72 / 90 S4a,YPM 123 İR 72,90 S4a,3583.00,3776.00
USD,YPM,39,1.1,1.5,"1,2-1,6",YPPM 124 / 90 L6b(*P),YPPM 124,90 L6b(*P),3301.00,3495.00
USD,YPM,39,1.1,1.5,"1,8-4,5",YPPM 124 / 90 S4a(*P),YPPM 124,90 S4a(*P),3269.00,3462.00
USD,YPM,39,1.1,1.5,"1,8-5,8",YPM 102 İR 63 / 90 S4a,YPM 102 İR 63,90 S4a,2571.00,2698.00
USD,YPM,39,1.1,1.5,"2,0-6,8",YPM 104 / 90 S4a,YPM 104,90 S4a,2435.00,2562.00
USD,YPM,39,1.1,1.5,"3,3-5,6",YPPM 103 / 90 L6b(*P),YPPM 103,90 L6b(*P),2350.00,2477.00
USD,YPM,39,1.1,1.5,"5,2-8,7",YPPM 103 / 90 S4a(*P),YPPM 103,90 S4a(*P),2328.00,2455.00
USD,YPM,39,1.1,1.5,"2,2-3,9",YPM 92 İR 63 / 90 S4a,YPM 92 İR 63,90 S4a,2078.00,2140.00
USD,YPM,39,1.1,1.5,"1,9-6,2",YPM 92 İR 62 / 90 S4a,YPM 92 İR 62,90 S4a,2021.00,2084.00
USD,YPM,39,1.1,1.5,"3,2-4,4",YPM 94 / 90 S4a,YPM 94,90 S4a,1849.00,1911.00
USD,YPM,39,1.1,1.5,"3,6-4,5",YPM 93 / 90 L6b,YPM 93,90 L6b,1626.00,1688.00
USD,YPM,39,1.1,1.5,"4,9-11",YPM 93 / 90 S4a,YPM 93,90 S4a,1607.00,1669.00
USD,YPM,39,1.1,1.5,"6,7-29",YPM 83 / 90 S4a,YPM 83,90 S4a,1193.00,1231.00
USD,YPM,39,1.1,1.5,13-47,YPM 73 / 90 S4a,YPM 73,90 S4a,866.00,895.00
USD,YPM,39,1.1,1.5,42-50,YPM 72 / 90 S4a,YPM 72,90 S4a,846.00,875.00
USD,YPM,39,1.1,1.5,21-46,YPM 63 / 90 S4a,YPM 63,90 S4a,660.00,684.00
USD,YPM,40,1.1,,44-61,YPPM 62 / 90 S4a(*P),YPPM 62,90 S4a(*P),677.00,702.00
USD,YPM,40,1.1,1.5,56-116,YPM 62 / 90 S4a,YPM 62,90 S4a,642.00,668.00
USD,YPM,40,1.1,1.5,45-61,YPM 53 / 90 S4a,YPM 53,90 S4a,533.00,556.00
USD,YPM,40,1.1,1.5,54-72,YPPM 52 / 90 S4a(*P),YPPM 52,90 S4a(*P),552.00,575.00
USD,YPM,40,1.1,1.5,81-391,YPM 52 / 90 S4a,YPM 52,90 S4a,522.00,547.00
USD,YPM,40,1.1,1.5,433-782,YPM 52 / 80 M2b,YPM 52,80 M2b,461.00,482.00
USD,YPM,40,1.1,1.5,45-58,YPM 43 / 80 M2b,YPM 43,80 M2b,419.00,440.00
USD,YPM,40,1.1,1.5,62-209,YPPM 42 / 90 S4a(*P),YPPM 42,90 S4a(*P),503.00,527.00
USD,YPM,40,1.1,1.5,108-302,YPM 42 / 90 S4a,YPM 42,90 S4a,476.00,501.00
USD,YPM,40,1.1,1.5,332-605,YPM 42 / 80 M2b,YPM 42,80 M2b,399.00,422.00
USD,YPM,40,1.5,1.5,"0,6",YPM 153 İR 83 / 90 L4a,YPM 153 İR 83,90 L4a,8594.00,8974.00
USD,YPM,40,1.5,2,"0,63-1,3",YPM 152 İR 83 / 90 L4a,YPM 152 İR 83,90 L4a,8325.00,8705.00
USD,YPM,40,1.5,2,"1,5-2,9",YPM 154 / 100 L6a(*P),YPM 154,100 L6a(*P),8337.00,8715.00
USD,YPM,40,1.5,2,"0,72-3,4",YPM 143 İR 72 / 90 L4a,YPM 143 İR 72,90 L4a,5778.00,6074.00
USD,YPM,40,1.5,2,"1,1-1,4",YPM 144 / 100 L6a(*P),YPM 144,100 L6a(*P),5707.00,6005.00
USD,YPM,40,1.5,2,"1,6-3,6",YPPM 144 / 90 L4a(*P),YPPM 144,90 L4a(*P),5858.00,5856.00
USD,YPM,40,1.5,2,"1,3-6,1",YPM 123 İR 72 / 90 L4a,YPM 123 İR 72,90 L4a,3642.00,3835.00
USD,YPM,40,1.5,2,"1,4-1,6",YPPM 124 / 100 L6a(*P),YPPM 124,100 L6a(*P),3355.00,3548.00
USD,YPM,40,1.5,2,"1,8-5,5",YPPM 124 / 90 L4a(*P),YPPM 124,90 L4a(*P),3315.00,3508.00
USD,YPM,40,1.5,2,"3,6-5,1",YPPM 123 / 100 L6a(*P),YPPM 123,100 L6a(*P),3099.00,3292.00
USD,YPM,40,1.5,2,"2,7-5,8",YPM 102 İR 63 / 90 L4a,YPM 102 İR 63,90 L4a,2609.00,2737.00
USD,YPM,40,1.5,2,"2,8-6,8",YPM 104 / 90 L4a,YPM 104,90 L4a,2469.00,2597.00
USD,YPM,40,1.5,2,"4,1-5,6",YPM 103 / 100 L6a,YPM 103,100 L6a,2322.00,2449.00
USD,YPM,40,1.5,2,"5,2-11",YPPM 103 / 90 L4a(*P),YPPM 103,90 L4a(*P),2409.00,2536.00
USD,YPM,40,1.5,2,"3,6-3,9",YPM 92 İR 63 / 90 L4a,YPM 92 İR 63,90 L4a,2106.00,2168.00
USD,YPM,40,1.5,2,"4,9-6,2",YPM 92 İR 62 / 90 L4a,YPM 92 İR 62,90 L4a,2050.00,2112.00
USD,YPM,40,1.5,2,"3,9-4,4",YPM 94 / 90 L4a,YPM 94,90 L4a,1933.00,1996.00
USD,YPM,40,1.5,2,"4,9-15",YPM 93 / 90 L4a,YPM 93,90 L4a,1636.00,1698.00
USD,YPM,40,1.5,2,"9,0-41",YPM 83 / 90 L4a,YPM 83,90 L4a,1224.00,1261.00
USD,YPM,40,1.5,2,15-47,YPM 73 / 90 L4a,YPM 73,90 L4a,897.00,925.00
USD,YPM,40,1.5,2,42-70,YPM 72 / 90 L4a,YPM 72,90 L4a,874.00,902.00
USD,YPM,40,1.5,2,29-46,YPM 63 / 90 L4a,YPM 63,90 L4a,693.00,722.00
USD,YPM,40,1.5,2,56-165,YPM 62 / 90 L4a,YPM 62,90 L4a,677.00,705.00
USD,YPM,40,1.5,2,81-391,YPM 52 / 90 L4a,YPM 52,90 L4a,569.00,593.00
USD,YPM,40,1.5,2,433-782,YPM 52 / 90 S2a,YPM 52,90 S2a,513.00,537.00
USD,YPM,40,1.5,2,95,YPPM 42 / 90 L4a(*P),YPPM 42,90 L4a(*P),549.00,573.00
USD,YPM,40,1.5,2,107-302,YPM 42 / 90 L4a,YPM 42,90 L4a,521.00,545.00
USD,YPM,40,1.5,2,332-605,YPM 42 / 90 S2a,YPM 42,90 S2a,463.00,488.00
USD,YPM,40,2.2,2,"0,86-1,5",YPM 152 İR 83 / 100 L4a,YPM 152 İR 83,100 L4a,8665.00,9043.00
USD,YPM,40,2.2,3,"1,5-2,3",YPM 154 / 112 M6(*P),YPM 154,112 M6(*P),8477.00,8855.00
USD,YPM,40,2.2,3,"2,4-4,0",YPM 154 / 100 L4a(*P),YPM 154,100 L4a(*P),8374.00,8752.00
USD,YPM,40,2.2,3,"1,1-5,0",YPM 143 İR 72 / 100 L4a,YPM 143 İR 72,100 L4a,5841.00,6138.00
USD,YPM,40,2.2,3,"1,3-1,4",YPM 144 / 112 M6(*P),YPM 144,112 M6(*P),5820.00,6116.00
USD,YPM,40,2.2,3,"1,6-4,6",YPM 144 / 100 L4a(*P),YPM 144,100 L4a(*P),5739.00,6035.00
USD,YPM,40,2.2,3,"2,0-6,1",YPM 123 İR 72 / 100 L4a,YPM 123 İR 72,100 L4a,3678.00,3872.00
USD,YPM,40,2.2,3,"2,2-5,5",YPPM 124 / 100 L4a(*P),YPPM 124,100 L4a(*P),3383.00,3577.00
USD,YPM,40,2.2,3,"3,6-5,1",YPPM 123 / 112 M6a(*P),YPPM 123,112 M6a(*P),3216.00,3410.00
USD,YPM,40,2.2,3,"5,6-9,7",YPPM 123 / 100 L4a(*P),YPPM 123,100 L4a(*P),3121.00,3314.00
USD,YPM,40,2.2,3,"4,0-5,4",YPM 104 / 100 L4a,YPM 104,100 L4a,2583.00,2710.00
USD,YPM,40,2.2,3,"4,6-5,6",YPM 103 / 112 M6,YPM 103,112 M6,2425.00,2551.00
USD,YPM,41,2.2,,"5,2-5,6",YPPM 103 / 100 L4a(*P),YPPM 103,100 L4a(*P),2453.00,2580.00
USD,YPM,41,2.2,3,"6,3-16",YPM 103 / 100 L4a,YPM 103,100 L4a,2355.00,2482.00
USD,YPM,41,2.2,3,"7,0-22",YPM 93 / 100 L4a,YPM 93,100 L4a,1690.00,1754.00
USD,YPM,41,2.2,3,13-51,YPM 83 / 100 L4a,YPM 83,100 L4a,1280.00,1318.00
USD,YPM,41,2.2,3,54-75,YPM 82 / 100 L4a,YPM 82,100 L4a,1252.00,1288.00
USD,YPM,41,2.2,3,20-47,YPM 73 / 100 L4a,YPM 73,100 L4a,948.00,976.00
USD,YPM,41,2.2,3,57-100,YPM 72 / 100 L4a,YPM 72,100 L4a,925.00,953.00
USD,YPM,41,2.2,3,46,YPM 63 / 100 L4a,YPM 63,100 L4a,756.00,784.00
USD,YPM,41,2.2,3,44-61,YPPM 62 / 100 L4a(*P),YPPM 62,100 L4a(*P),781.00,810.00
USD,YPM,41,2.2,3,69-247,YPM 62 / 100 L4a,YPM 62,100 L4a,741.00,769.00
USD,YPM,41,2.2,3,102-391,YPM 52 / 100 L4a,YPM 52,100 L4a,631.00,655.00
USD,YPM,41,2.2,3,433-782,YPM 52 / 90 L2a,YPM 52,90 L2a,545.00,568.00
USD,YPM,41,2.2,3,418-536,YPPM 42 / 90 L2a(*P),YPPM 42,90 L2a(*P),522.00,547.00
USD,YPM,41,2.2,3,332-605,YPM 42 / 90 L2a,YPM 42,90 L2a,495.00,520.00
USD,YPM,41,3.0,3,"1,1-1,5",YPM 152 İR 83 / 100 L4b,YPM 152 İR 83,100 L4b,8707.00,9086.00
USD,YPM,41,3.0,4,"1,5-2,3",YPM 154 / 132 S6b,YPM 154,132 S6b,8646.00,9024.00
USD,YPM,41,3.0,4,"2,4-5,6",YPM 154 / 100 L4b(*P),YPM 154,100 L4b(*P),8418.00,8797.00
USD,YPM,41,3.0,4,"1,5-6,2",YPM 143 İR 72 / 100 L4b,YPM 143 İR 72,100 L4b,5899.00,6195.00
USD,YPM,41,3.0,4,"2,0-6,8",YPM 144 / 100 L4b(*P),YPM 144,100 L4b(*P),5785.00,6081.00
USD,YPM,41,3.0,4,"3,1-6,1",YPM 123 İR 72 / 100 L4b,YPM 123 İR 72,100 L4b,3731.00,3924.00
USD,YPM,41,3.0,4,"3,0-5,5",YPPM 124 / 100 L4b(*P),YPPM 124,100 L4b(*P),3439.00,3631.00
USD,YPM,41,3.0,4,"4,6-5,1",YPM 123 / 132 S6b,YPM 123,132 S6b,3380.00,3574.00
USD,YPM,41,3.0,4,"5,6-13",YPPM 123 / 100 L4b(*P),YPPM 123,100 L4b(*P),3165.00,3357.00
USD,YPM,41,3.0,4,"6,3-24",YPM 103 / 100 L4b,YPM 103,100 L4b,2387.00,2515.00
USD,YPM,41,3.0,4,"9,7-31",YPM 93 / 100 L4b,YPM 93,100 L4b,1736.00,1798.00
USD,YPM,41,3.0,4,16-63,YPM 83 / 100 L4b,YPM 83,100 L4b,1326.00,1363.00
USD,YPM,41,3.0,4,54-104,YPM 82 / 100 L4b,YPM 82,100 L4b,1294.00,1332.00
USD,YPM,41,3.0,4,28-47,YPM 73 / 100 L4b,YPM 73,100 L4b,993.00,1022.00
USD,YPM,41,3.0,4,57-138,YPM 72 / 100 L4b,YPM 72,100 L4b,970.00,998.00
USD,YPM,41,3.0,4,69-247,YPM 62 / 100 L4b,YPM 62,100 L4b,791.00,819.00
USD,YPM,41,3.0,4,277-494,YPM 62 / 100 L2a,YPM 62,100 L2a,727.00,756.00
USD,YPM,41,3.0,4,114-391,YPM 52 / 100 L4b,YPM 52,100 L4b,681.00,705.00
USD,YPM,41,3.0,4,433-782,YPM 52 / 100 L2a,YPM 52,100 L2a,619.00,642.00
USD,YPM,41,4.0,4,"1,7-6,0",YPM 153 İR 92 / 112 M4b,YPM 153 İR 92,112 M4b,9843.00,10222.00
USD,YPM,41,4.0,5.5,"1,5-2,3",YPM 154 / 132 M6a,YPM 154,132 M6a,8734.00,9113.00
USD,YPM,41,4.0,5.5,"2,4-7,4",YPM 154 / 112 M4b(*P),YPM 154,112 M4b(*P),8518.00,8896.00
USD,YPM,41,4.0,5.5,"3,0-5,1",YPM 143 İR 82 / 112 M4b,YPM 143 İR 82,112 M4b,6551.00,6847.00
USD,YPM,41,4.0,5.5,"2,0-2,3",YPM 143 İR 72 / 112 M4b,YPM 143 İR 72,112 M4b,6092.00,6388.00
USD,YPM,41,4.0,5.5,"2,2-6,8",YPM 144 / 112 M4b(*P),YPM 144,112 M4b(*P),5894.00,6192.00
USD,YPM,41,4.0,5.5,"4,5-7,6",YPM 143 / 132 M6a,YPM 143,132 M6a,5628.00,5924.00
USD,YPM,41,4.0,5.5,"4,1-5,5",YPPM 124 / 112 M4b(*P),YPPM 124,112 M4b(*P),3594.00,3786.00
USD,YPM,41,4.0,5.5,"5,6-18",YPPM 123 / 112 M4b(*P),YPPM 123,112 M4b(*P),3278.00,3471.00
USD,YPM,41,4.0,5.5,"8,7-33",YPM 103 / 112 M4b,YPM 103,112 M4b,2486.00,2613.00
USD,YPM,41,4.0,5.5,12-42,YPM 93 / 112 M4b,YPM 93,112 M4b,1825.00,1888.00
USD,YPM,41,4.0,5.5,44-53,YPM 92 / 112 M4b,YPM 92,112 M4b,1764.00,1826.00
USD,YPM,41,4.0,5.5,21-63,YPM 83 / 112 M4b,YPM 83,112 M4b,1412.00,1449.00
USD,YPM,41,4.0,5.5,54-134,YPM 82 / 112 M4b,YPM 82,112 M4b,1381.00,1419.00
USD,YPM,41,4.0,5.5,57-304,YPM 72 / 112 M4b,YPM 72,112 M4b,1056.00,1084.00
USD,YPM,41,4.0,5.5,85-247,YPM 62 / 112 M4b,YPM 62,112 M4b,859.00,885.00
USD,YPM,41,4.0,5.5,277-494,YPM 62 / 112 M2a,YPM 62,112 M2a,804.00,830.00
USD,YPM,42,5.5,,"2,2-7,1",YPM 153 İR 92 / C112 M4b(*C),YPM 153 İR 92,C112 M4b(*C),9956.00,10336.00
USD,YPM,42,5.5,7.5,"3,0-6,2",YPM 143 İR 82 / C112 M4b(*C),YPM 143 İR 82,C112 M4b(*C),6632.00,6928.00
USD,YPM,42,5.5,7.5,"2,7-6,2",YPM 143 İR 72 / C112 M4b(*C),YPM 143 İR 72,C112 M4b(*C),6176.00,6472.00
USD,YPM,42,5.5,7.5,"5,5",YPM 124 / C112 M4b(*C),YPM 124,C112 M4b(*C),3651.00,3844.00
USD,YPM,42,5.5,7.5,12-49,YPM 103 / C112 M4b(*C),YPM 103,C112 M4b(*C),2557.00,2684.00
USD,YPM,42,5.5,7.5,20-50,YPM 93 / C112 M4b(*C),YPM 93,C112 M4b(*C),1892.00,1957.00
USD,YPM,42,5.5,7.5,53-64,YPM 92 / C112 M4b(*C),YPM 92,C112 M4b(*C),1810.00,1875.00
USD,YPM,42,5.5,7.5,33-63,YPM 83 / C112 M4b(*C),YPM 83,C112 M4b(*C),1463.00,1504.00
USD,YPM,42,5.5,7.5,68-328,YPM 82 / C112 M4b(*C),YPM 82,C112 M4b(*C),1435.00,1476.00
USD,YPM,42,5.5,7.5,80-370,YPM 72 / C112 M4b(*C),YPM 72,C112 M4b(*C),1131.00,1163.00
USD,YPM,42,5.5,7.5,"2,2-7,1",YPM 153 İR 92 / 132 S4c,YPM 153 İR 92,132 S4c,10024.00,10404.00
USD,YPM,42,5.5,7.5,"2,3",YPM 154 / 132 M6b,YPM 154,132 M6b,8826.00,9204.00
USD,YPM,42,5.5,7.5,"2,4-9,5",YPM 154 / 132 S4c,YPM 154,132 S4c,8680.00,9059.00
USD,YPM,42,5.5,7.5,"3,0-6,2",YPM 143 İR 82 / 132 S4c,YPM 143 İR 82,132 S4c,6694.00,6991.00
USD,YPM,42,5.5,7.5,"2,7-6,2",YPM 143 İR 72 / 132 S4c,YPM 143 İR 72,132 S4c,6235.00,6531.00
USD,YPM,42,5.5,7.5,"3,1-6,8",YPM 144 / 132 S4c,YPM 144,132 S4c,6029.00,6326.00
USD,YPM,42,5.5,7.5,"4,5-7,6",YPM 143 / 132 M6b,YPM 143,132 M6b,5734.00,6031.00
USD,YPM,42,5.5,7.5,"7,0-13",YPM 143 / 132 S4c,YPM 143,132 S4c,5601.00,5898.00
USD,YPM,42,5.5,7.5,"5,5",YPM 124 / 132 S4c,YPM 124,132 S4c,3713.00,3906.00
USD,YPM,42,5.5,7.5,"7,2-28",YPM 123 / 132 S4c,YPM 123,132 S4c,3412.00,3604.00
USD,YPM,42,5.5,7.5,12-49,YPM 103 / 132 S4c,YPM 103,132 S4c,2625.00,2752.00
USD,YPM,42,5.5,7.5,20-50,YPM 93 / 132 S4c,YPM 93,132 S4c,1960.00,2025.00
USD,YPM,42,5.5,7.5,53-64,YPM 92 / 132 S4c,YPM 92,132 S4c,1879.00,1942.00
USD,YPM,42,5.5,7.5,33-63,YPM 83 / 132 S4c,YPM 83,132 S4c,1528.00,1566.00
USD,YPM,42,5.5,7.5,68-328,YPM 82 / 132 S4c,YPM 82,132 S4c,1497.00,1535.00
USD,YPM,42,5.5,7.5,372-656,YPM 82 / 132 S2a,YPM 82,132 S2a,1473.00,1515.00
USD,YPM,42,5.5,7.5,80-370,YPM 72 / 132 S4c,YPM 72,132 S4c,1190.00,1221.00
USD,YPM,42,5.5,7.5,371-722,YPM 72 / 132 S2a,YPM 72,132 S2a,1166.00,1198.00
USD,YPM,42,7.5,7.5,"3,0-7,1",YPM 153 İR 92 / 132 M4b,YPM 153 İR 92,132 M4b,10116.00,10494.00
USD,YPM,42,7.5,10,"3,1-9,5",YPM 154 / 132 M4b,YPM 154,132 M4b,8792.00,9170.00
USD,YPM,42,7.5,10,"3,5-14",YPM 153 / 160 M6b,YPM 153,160 M6b,8546.00,8925.00
USD,YPM,42,7.5,10,"3,7-9,9",YPM 143 İR 82 / 132 M4b,YPM 143 İR 82,132 M4b,6652.00,6948.00
USD,YPM,42,7.5,10,"4,1-6,8",YPM 144 / 132 M4b,YPM 144,132 M4b,6149.00,6445.00
USD,YPM,42,7.5,10,"5,0-7,6",YPM 143 / 160 M6b,YPM 143,160 M6b,6209.00,6505.00
USD,YPM,42,7.5,10,"7,0-19",YPM 143 / 132 M4b,YPM 143,132 M4b,5691.00,5987.00
