currency,page,table,cells
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….504 | $1.194,00 | $1.198,00 | $1.234,00 | $1.266,00 | - | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….603 | - | $1.218,00 | $1.255,00 | $1.293,00 | $1.418,00 | $1.569,00 | $1.857,00 | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….604 | $1.194,00 | $1.200,00 | $1.234,00 | $1.267,00 | - | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….703 | - | - | - | $1.533,00 | $1.695,00 | $1.862,00 | $2.123,00 | $2.443,00 | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….704 | - | $1.203,00 | $1.299,00 | $1.467,00 | $1.631,00 | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….803 | - | - | - | $1.533,00 | $1.695,00 | $1.862,00 | $2.123,00 | $2.443,00 | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….804 | - | $1.203,00 | $1.299,00 | $1.467,00 | - | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….903 | - | - | - | $1.896,00 | $2.068,00 | $2.266,00 | $2.551,00 | $3.131,00 | $3.484,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….904 | - | $1.811,00 | $1.852,00 | $2.036,00 | $2.226,00 | $2.487,00 | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1003 | - | - | - | $1.896,00 | $2.068,00 | $2.266,00 | $2.551,00 | $3.131,00 | $3.484,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1004 | - | $1.811,00 | $1.852,00 | $2.036,00 | $2.226,00 | $2.487,00 | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1103 | - | - | - | - | - | $2.754,00 | $3.057,00 | $3.696,00 | $4.080,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1104 | - | - | - | $2.171,00 | $2.355,00 | $2.583,00 | $2.890,00 | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1203 | - | - | - | - | - | $2.754,00 | $3.057,00 | $3.696,00 | $4.080,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP…1204 | - | - | - | $2.171,00 | $2.355,00 | $2.583,00 | $2.890,00 | - | -"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),GEARBOX TYPE | IEC B5 90 | IEC B5 100 | IEC B5 112 | IEC B5 132 | IEC B5 160 | IEC B5 180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA ….402 MA ….403 | - | $1.018,00 | $1.053,00 | $1.123,00 | $1.289,00 | $1.344,00 | $1.543,00 | $1.638,00 | - | - | -"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA ….502 MA ….503 | - | - | - | $1.221,00 | $1.403,00 | $1.462,00 | $1.680,00 | $1.783,00 | $1.992,00 | - | -"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA ….602 MA ….603 | - | - | - | $1.328,00 | $1.509,00 | $1.568,00 | $1.785,00 | $1.889,00 | $2.098,00 | - | -"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA ….702 MA ….703 MA ….704 | - | $1.213,00 | $1.301,00 | $1.450,00 | $1.633,00 | $1.691,00 | $1.909,00 | $2.012,00 | $2.220,00 | $2.421,00 | $3.194,00"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA ….802 MA ….803 MA ….804 | - | $1.315,00 | $1.403,00 | $1.553,00 | $1.735,00 | $1.794,00 | $2.011,00 | $2.114,00 | $2.323,00 | $2.523,00 | $3.298,00"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA ….902 MA ….903 MA ….904 | - | - | - | $1.708,00 | $1.889,00 | $1.947,00 | $2.165,00 | $2.268,00 | $2.477,00 | $2.677,00 | $3.451,00"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA…1002 MA…1003 MA…1004 | - | - | - | $1.803,00 | $1.984,00 | $2.043,00 | $2.260,00 | $2.363,00 | $2.573,00 | $2.772,00 | $3.547,00"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA…1102 MA…1103 MA…1104 | - | - | - | - | $2.201,00 | $2.260,00 | $2.476,00 | $2.581,00 | $2.789,00 | $2.990,00 | $3.763,00"
USD,8,MA... SERIES BASE FRAME PRICE LIST($),"MA…1202 MA…1203 MA…1204 | - | - | - | - | $2.427,00 | $2.487,00 | $2.709,00 | $2.816,00 | $3.030,00 | $3.234,00 | $4.026,00"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,GEARBOX TYPE | IEC B5 80/90 | IEC B5 100 | IEC B5 112 | IEC B5 132 | IEC B5 160 | IEC B5 180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….403 MK ….404 | $906,00 | $940,00 | $973,00 | $1.110,00 | $1.274,00 | $1.328,00 | $1.526,00 | $1.620,00 | - | - | -"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….503 MK ….504 | $978,00 | $1.039,00 | $1.109,00 | $1.265,00 | $1.453,00 | $1.514,00 | $1.738,00 | $1.845,00 | $2.061,00 | $2.269,00 | -"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….603 MK ….604 | $1.047,00 | $1.107,00 | $1.177,00 | $1.332,00 | $1.520,00 | $1.581,00 | $1.805,00 | $1.912,00 | $2.128,00 | $2.336,00 | -"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….703 MK ….704 | $1.097,00 | $1.170,00 | $1.258,00 | $1.414,00 | $1.580,00 | $1.637,00 | $1.855,00 | $1.958,00 | $2.167,00 | $2.368,00 | $3.141,00"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….803 MK ….804 | $1.268,00 | $1.353,00 | $1.499,00 | $1.673,00 | $1.731,00 | $1.949,00 | $2.052,00 | $2.261,00 | $2.461,00 | $3.234,00 | $2.889,00"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK ….903 MK ….904 | - | $1.412,00 | $1.496,00 | $1.641,00 | $1.816,00 | $1.872,00 | $2.090,00 | $2.193,00 | $2.402,00 | $2.602,00 | $3.375,00"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK…1003 MK…1004 | - | $1.507,00 | $1.591,00 | $1.736,00 | $1.911,00 | $1.967,00 | $2.185,00 | $2.288,00 | $2.497,00 | $2.697,00 | $3.471,00"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK…1103 MK…1104 | - | $1.752,00 | $1.851,00 | $2.019,00 | $2.201,00 | $2.260,00 | $2.476,00 | $2.581,00 | $2.789,00 | $2.990,00 | $3.763,00"
USD,8,MK... SERIES (BEVEL HELICAL) BASE FRAME PRICE,"MK…1203 MK…1204 | - | - | - | $2.232,00 | $2.416,00 | $2.476,00 | $2.697,00 | $2.803,00 | $3.016,00 | $3.220,00 | $4.008,00"
